=== XẾP HẠNG SELLER ===

  Hạng Seller_ID                                   Tổng DT   Số đơn       Tiền hàng       Phí VC
   512 80ceebb4ee9b31afb6c6a916a574a1e2           6,922.21        1        6,729.00       193.21
   513 e9d99831abad74458942f21e16f33f92           6,916.06      130        4,922.48     1,993.58
   514 f12ff17ad8bbf01ec5c33b17e506649b           6,892.73       29        6,241.00       651.73
   515 50c9975695009e5e6473912e83a6d1da           6,883.95       50        3,964.40     2,919.55
   516 2fdde51ad3e12f297da656d4fbd5d0b5           6,874.14       10        6,252.00       622.14
   517 0bf0150d5b9d60d9cd2906003332f085           6,872.34       39        5,774.60     1,097.74
   518 dfc5fb7259bb2b599ca565e6e9448f0f           6,845.98       33        6,124.63       721.35
   519 abe021b01ba992245271b9aa422032df           6,837.24        2        6,720.00       117.24
   520 eb3071b9f0b0ddaa2df5ea130f09f26b           6,811.42        9        6,230.00       581.42
   521 bba74270a87732727b5a3b4fd9ac1c39           6,760.44       36        6,001.59       758.85
   522 3df020b72d3d44b3af9d110fa3940b65           6,749.47       55        5,039.90     1,709.57
   523 b4a476fbd28de64b1e347abf9089366a           6,735.95       33        5,724.04     1,011.91
   524 ee27a8f15b1dded4d213a468ba4eb391           6,726.66        1        6,499.00       227.66
   525 98dac6635aee4995d501a3972e047414           6,675.37       91        4,235.85     2,439.52
   526 9baf5cb77970f539089d09a38bcec5c3           6,673.40       32        6,129.67       543.73
   527 f4c4daa86e30c7e5a553a8d518ac03a5           6,671.20       20        6,301.91       369.29
   528 f181738b150df1f37cb0bd72e705b193           6,632.75       36        5,529.70     1,103.05
   529 4917cee8d902e13428c3ec4b1ca6f315           6,621.54       33        5,421.90     1,199.64
   530 45ba18c210d42734ec52c0c1c574e9ee           6,562.09       38        5,589.13       972.96
   531 dfa0c4c6229ab200a4a1336b4d7128ff           6,544.21       77        4,777.10     1,767.11
   532 94e93ce877be27a515118dbfd2c2be41           6,542.72       30        5,674.57       868.15
   533 2528744c5ef5d955adc318720a94d2e7           6,508.70        5        6,245.00       263.70
   534 dbd66278cbfe1aa1000f90a217ca4695           6,472.77       85        4,928.90     1,543.87
   535 0d85bbda9889ce1f7e63778d24f346eb           6,469.70       51        4,845.20     1,624.50
   536 23613d49c3ac2bd302259e55c06c050c           6,460.76       70        4,293.00     2,167.76
   537 7d76b645482be4a332374e8223836592           6,431.54      176        3,843.93     2,587.61
   538 d6b664fa0667064c6d76394e7848d790           6,404.34        6        6,080.00       324.34
   539 02d35243ea2e497335cd0f076b45675d           6,399.95       14        5,794.00       605.95
   540 52ac6f920b7280e4c6d30dd94de6259b           6,383.89        6        5,657.30       726.59
   541 fc906263ca5083d09dce42fe02247800           6,383.28      114        4,497.70     1,885.58
   542 709e16e2b25c7474d980076c6bfc4806           6,378.86       60        5,151.90     1,226.96
   543 e62b2d6ac10570a035a30bafcf01d263           6,375.47       62        5,340.39     1,035.08
   544 1336efc61c316ddf92c899eb817f7cae           6,355.29       74        4,837.31     1,517.98
   545 04aa0a1c5ce6b222003403a3e11c3cc0           6,339.51       11        5,518.00       821.51
   546 f84fa566034f5e8e880a07ec624c56af           6,326.70       91        5,093.79     1,232.91
   547 817245bcc3badd82bbd222e0366951a6           6,303.08       29        5,580.50       722.58
   548 9674754b5a0cb32b638cec001178f799           6,284.83       86        5,069.92     1,214.91
   549 83deb69e889cf80f82be1dc6d5f2d486           6,276.65       40        5,363.01       913.64
   550 afe0067131b73e40875c9b6c10bd2e21           6,255.85       46        5,130.40     1,125.45
   551 b39d7fe263ef469605dbb32608aee0af           6,255.77       44        5,193.10     1,062.67
   552 06579cb253ecd5a3a12a9e6eb6bf8f47           6,226.61       62        4,727.20     1,499.41
   553 23c38debaffe4a25a30fdbd9b586a13f           6,216.56       41        5,382.18       834.38
   554 abcd2cb37d46c2c8fb1bf071c859fc5b           6,200.62       45        4,880.22     1,320.40
   555 7e3f87d16fb353f408d467e74fbd8014           6,193.70       92        4,754.99     1,438.71
   556 575df70bde3f9f2b30bf8d2e9910d725           6,163.42       27        5,410.05       753.37
   557 1bb2bdb95f4841f1bba2c0d2cd83d3c9           6,149.27       81        5,002.71     1,146.56
   558 0cbcee27c791afa0cdcb08587a2013a8           6,141.31       39        5,324.15       817.16
   559 d566c37fa119d5e66c4e9052e83ee4ea           6,124.92       65        5,145.70       979.22
   560 835f0f7810c76831d6c7d24c7a646d4d           6,094.03       44        5,130.00       964.03
   561 d66c305afaec317ebee552073a674429           6,085.70       41        4,886.46     1,199.24
   562 f680f85bee2d253556ac91be391d2c82           6,077.34       45        5,183.92       893.42
   563 cc3d14116804f7209f3884f6367f1152           6,060.59       27        5,477.80       582.79
   564 8bb48dc19fccaa8613b6229bf7f452a2           6,048.12       82        4,190.72     1,857.40
   565 e067ad2c1c0b48758eb1b5228bcf7a68           6,047.91       54        5,042.55     1,005.36
   566 f67efa3f0b6761102a7f8c6b7b571f5d           6,030.17       31        5,188.68       841.49
   567 0176f73cc1195f367f7b32db1e5b3aa8           6,020.11       38        4,733.10     1,287.01
   568 c35affa65afd250151285c5917fc1c8a           5,993.92        9        5,279.91       714.01
   569 9add47bf45ce8e8c7db6b9cf670b1e09           5,987.28       43        4,829.24     1,158.04
   570 916c9de0b5ad957346eeeb12f332687e           5,973.78       23        5,480.25       493.53
   571 f7496d659ca9fdaf323c0aae84176632           5,932.51       26        5,087.57       844.94
   572 acce39e832338debb07b02385cde5967           5,923.66       44        4,748.10     1,175.56
   573 8b9d6eec4a7eb7d0f9d579ce0b38324d           5,916.98       49        4,232.54     1,684.44
   574 099095b050cfe8eb1ddff5317587e96e           5,909.15       17        5,193.83       715.32
   575 e06f09ec0a4aca210779cf1cfc63cf19           5,901.41       29        5,279.49       621.92
   576 3ab971ce71839580d2ae5b4e40fe8044           5,899.05       36        5,002.90       896.15
   577 2ff97219cb8622eaf3cd89b7d9c09824           5,866.03       89        4,476.90     1,389.13
   578 3c7c4a49ec3c6550809089c6a2ca9370           5,858.30      141        4,033.64     1,824.66
   579 5b179e9e8cc7ab6fd113a46ca584da81           5,839.14       34        5,173.50       665.64
   580 30a2f535bb48308f991d0b9ad4a8c4bb           5,815.36       71        4,731.30     1,084.06
   581 b561927807645834b59ef0d16ba55a24           5,807.03       85        4,501.99     1,305.04
   582 bbad7e518d7af88a0897397ffdca1979           5,800.42       69        4,462.22     1,338.20
   583 55d3daac7c404d59e51c2aa2f4dc5a23           5,790.48       21        4,480.60     1,309.88
   584 d63c73efd41eb002280e7ec831424edb           5,766.59        2        5,598.00       168.59
   585 c4af86330efa7a2620772227d2d670c9           5,760.96        4        5,396.00       364.96
   586 02ecc2a19303f05e59ce133fd923fff7           5,742.40       21        5,264.19       478.21
   587 45d33f715e24d15a6ccf5c17b3a23e3c           5,742.16       59        4,838.23       903.93
   588 f789d2c4f2c2eb38fc4373e7a4b35264           5,733.24       44        4,864.24       869.00
   589 cac4c8e7b1ca6252d8f20b2fc1a2e4af           5,722.54       75        4,168.18     1,554.36
   590 d20b021d3efdf267a402c402a48ea64b           5,715.17       90        4,140.17     1,575.00
   591 1a932caad4f9d804097d7f8e615baed1           5,701.45       20        4,661.00     1,040.45
   592 5bffbafbb22daf6d3bfc216a46db8708           5,694.20       21        5,239.70       454.50
   593 822bad9bc42b51213ba522fe87b7ab5d           5,687.34       18        5,160.00       527.34
   594 582d4f8675b945722eda7c0cb61ba4c7           5,683.93       59        4,702.96       980.97
   595 fcdd820084f17e9982427971e4e9d47f           5,665.74       16        4,783.99       881.75
   596 3f0e48d209018b466fcd3bb4ccfeb520           5,654.80        9        5,399.00       255.80
   597 fad44952713764836814be105382aee5           5,636.88       32        5,129.00       507.88
   598 2a7dc43cecabf23403078e2188437d1d           5,629.62       52        4,795.91       833.71
   599 ad420dd0c4f92f8af951ac24b86d0cf5           5,618.40       42        4,705.29       913.11
   600 11bfa66332777660bd0640ee84d47006           5,608.54       76        3,925.87     1,682.67
   601 e0878efa0e0b7e5313ac0b43bc04c081           5,594.91       27        5,065.30       529.61
   602 a3f0b55de503387383c7b1de3ad7f678           5,577.74       24        4,348.40     1,229.34
   603 cc5a78bbad32776dc4e3af205218368c           5,573.35       33        4,269.18     1,304.17
   604 ef990a83bbea832f36ebe81376335aa8           5,557.24       43        4,642.59       914.65
   605 822166ed1e47908f7cfb49946d03c726           5,535.95       69        3,714.83     1,821.12
   606 4bf2f4ee540798a61f9636d12cd9cc80           5,501.01       29        4,995.56       505.45
   607 d379f449f2a3b271bc01c0782020f705           5,499.80       28        4,423.06     1,076.74
   608 d673a59aac7a70d8b01e6902bf090a11           5,499.56       79        3,908.94     1,590.62
   609 834f8533b2ecb6598dd004ff3de7203a           5,496.31       43        4,538.29       958.02
   610 951e8cef368f09bb3f3d03c00ca4702c           5,493.09       64        4,092.29     1,400.80
   611 e9c6969d40e6a3d2d0f90013165c2b98           5,481.98       10        5,239.98       242.00
   612 4d0041cdbe51b4617d95c70b19decc74           5,465.49        8        5,235.20       230.29
   613 891071be6ba827b591264c90c2ae8a63           5,454.35       92        4,177.28     1,277.07
   614 0ef83d7d83ed97cd2a0049ac8be5f88a           5,447.81       48        4,421.01     1,026.80
   615 42b729f859728f5079499127a9c2ef37           5,434.07      104        4,118.86     1,315.21
   616 c68fb906c8f4b4b946d8386bfa6e5467           5,433.61       45        4,541.16       892.45
   617 8bd0f31cf0a614c658f6763bd02dea69           5,423.32       33        4,455.34       967.98
   618 db4350fd57ae30082dec7acbaacc17f9           5,421.64      137        3,331.31     2,090.33
   619 a3dd39f583bc80bd8c5901c95878921e           5,412.16       34        4,607.81       804.35
   620 4c498c7345e89aebad651544829beca0           5,389.76       48        4,819.76       570.00
   621 45213867cefbf2cd4c6177e10216a951           5,389.16       14        4,955.42       433.74
   622 503c1de08ae81a2d86f17951b204db55           5,321.90       22        4,906.99       414.91
   623 6860153b69cc696d5dcfe1cdaaafcf62           5,318.23       74        3,827.63     1,490.60
   624 715bbd5ba4e6b74cb0d2f29eb45058b0           5,315.88       62        4,043.30     1,272.58
   625 beadbee30901a7f61d031b6b686095ad           5,311.52       64        4,373.98       937.54
   626 65febd49fd28ec955651299159b1f527           5,301.14       35        4,319.70       981.44
   627 ce69a8021d18961dd2a40269b7c2c293           5,289.05       19        4,818.00       471.05
   628 c12b92bf1c350f3e6bf88d3596219c86           5,252.84       17        4,808.78       444.06
   629 c9a06ece156bb057372c68718ec8909b           5,229.62       14        4,688.90       540.72
   630 eed78ac17f7f795a19a709745f00cd4e           5,195.84       22        4,349.50       846.34
   631 d12c926d74ceff0a90a21184466ce161           5,192.82       78        3,944.18     1,248.64
   632 99002261c568a84cce14d43fcffb43ea           5,188.33       36        4,088.00     1,100.33
   633 0509040ea3fe50071181bbc359eb7738           5,183.10       89        3,737.95     1,445.15
   634 9df5750209b83567ec144eb299d7d634           5,176.30       11        4,917.00       259.30
   635 b17b679f4f5ce2e03ce6968c62648246           5,160.82       55        4,084.75     1,076.07
   636 232a6014e7b10cba61c6c2b2ea6bb4b0           5,133.27       33        3,919.87     1,213.40
   637 f0b47fbbc6dee9aafe415a6e33051b3f           5,132.19       68        3,795.91     1,336.28
   638 6fc26fe110feebd80a433e1f012a84f9           5,128.06       35        4,150.87       977.19
   639 1fe5540d7c1c37a595fefbacd5570d9e           5,118.75       20        4,537.60       581.15
   640 822b63912576852aea9a8436d72317b7           5,097.07        8        4,905.69       191.38
   641 8931a84a914b3fe9b1ddaa4d704947ca           5,092.89       29        4,668.30       424.59
   642 b90e891671cffd9557f33a97dc523645           5,081.31       34        4,449.00       632.31
   643 5c030029b5916fed0986310385ec9009           5,079.90        7        4,164.40       915.50
   644 8a130737016f838139d31878787a39c9           5,064.32       56        4,222.03       842.29
   645 6ec1a01e866584bb679eb9b098345919           5,063.76       31        4,248.91       814.85
   646 bccf933e006e9b94a6184af782963e77           5,047.21       45        4,162.74       884.47
   647 31da954dc0855f2495c6310f70a2f931           5,032.71       29        4,583.00       449.71
   648 99a54764c341d5dc80b4a8fac4eba3fb           5,026.26       45        3,708.76     1,317.50
   649 15aac934c58d886785ac1b17953ea898           5,019.60       25        4,353.90       665.70
   650 37dd29b36c458d82f74a953c40c43645           5,016.43        7        4,536.99       479.44
   651 827f8f69dfa529c561901c4f2e0f332f           5,003.96       91        3,408.39     1,595.57
   652 0307f7565ff85b299b6e5ef162b1b1a9           5,003.57        7        4,728.80       274.77
   653 8f580d36c1e9d6fbce95283403c7d447           4,993.40        8        4,813.25       180.15
   654 e81e1f9c3e762e620f3fb60a51499e16           4,979.49       17        4,465.99       513.50
   655 382229d1e840115ffe3dbf5ff460e417           4,966.62       46        4,096.96       869.66
   656 6b3bd31ad8fcda4b2635ec9f3ff2ecdf           4,955.92       36        4,198.90       757.02
   657 fde0cc9ea29c8ccfc0a2c22256a58c71           4,921.27       35        3,922.00       999.27
   658 3c03b12bab54d8b37d79d914bfdb1aa0           4,919.77       37        4,236.34       683.43
   659 1b938a7ec6ac5061a66a3766e0e75f90           4,897.83       30        3,987.60       910.23
   660 cb41bfbcbda0aea354a834ab222f9a59           4,888.68       12        4,002.00       886.68
   661 c840d3fdbba0790404fdae73d253b253           4,881.93        9        4,522.28       359.65
   662 b76dba6c951ab00dc4edf0a1aa88037e           4,881.88      159        2,574.78     2,307.10
   663 ec8879960bd2221d5c32f8e12f7da711           4,881.38       36        4,062.40       818.98
   664 968268a686aa05d1f529fb07dff08130           4,880.84       12        4,677.29       203.55
   665 2addf05f476d0637864454e93ba673d5           4,877.64       12        4,552.00       325.64
   666 f6122bc84774df1b372bdb3bb88ddb9f           4,874.36        3        4,799.87        74.49
   667 c004e5ea15737026cecaee0447e00b75           4,874.32        2        4,700.00       174.32
   668 55a5b51f93f2b70ea513f5a047b0262a           4,849.38       39        4,002.30       847.08
   669 e49c26c3edfa46d227d5121a6b6e4d37           4,829.71       35        3,654.25     1,175.46
   670 f3da5b2ff499efb8d4a6d371d175d7dd           4,826.86       79        3,702.29     1,124.57
   671 95f83f51203c626648c875dd41874c7f           4,826.51       52        3,217.46     1,609.05
   672 8f119a0aee85c0c8fc534629734e94fd           4,826.45       77        3,733.68     1,092.77
   673 6288c69c4ce638e59925e59193f98b16           4,812.48       22        4,506.28       306.20
   674 43f8c9950d11ecd03a0304a49e010da6           4,807.22       41        4,249.59       557.63
   675 9803a40e82e45418ab7fb84091af5231           4,791.38       11        4,278.75       512.63
   676 2e3be8a987a30d7544dbbda6861cc14e           4,777.55       18        4,430.84       346.71
   677 520b493b57809f446cb0a233bb3e25c7           4,762.87       63        3,698.90     1,063.97
   678 cd6efc47efaabf134f8bdb654e10b4f1           4,757.16       31        4,158.55       598.61
   679 13d058e4eeac2ce8217660b2f8a05812           4,755.88       23        3,829.77       926.11
   680 f76a3b1349b6df1ee875d1f3fa4340f0           4,748.98       24        4,160.79       588.19
   681 3f3486b61f45078d4f31ee5e43d8c5bb           4,726.57       40        3,829.73       896.84
   682 180c3376aff0e43dd5788709df48a843           4,722.97        5        4,513.00       209.97
   683 81f89e42267213cb94da7ddc301651da           4,721.18       46        3,955.00       766.18
   684 13fa2a6c6b9d0f43cb588d7c82117a12           4,719.44        9        4,528.00       191.44
   685 602044f2c16190c2c6e45eb35c2e21cb           4,677.44       50        3,739.16       938.28
   686 1eade46fba20122dc4aefb379f8c636b           4,673.71       58        3,635.37     1,038.34
   687 f97e2b0650c2068227e1d366140eb62f           4,665.98       16        3,654.00     1,011.98
   688 c500367424994318b9e779ff1ae9a330           4,658.39        9        4,346.40       311.99
   689 8cbac7e12637ed9cffa18c7875207478           4,654.35       67        2,990.98     1,663.37
   690 bf3c6d2a28b2b5501e6c15448982dcc9           4,648.15       35        3,956.50       691.65
   691 2199e7fe213c16213bf5d6a7eadc9a5d           4,647.78       25        4,078.29       569.49
   692 6a0cbc8af2e8abd1bdfb777943d174c6           4,639.42       35        3,894.05       745.37
   693 4d600e08ecbe08258c79e536c5a42fee           4,633.46        8        4,465.34       168.12
   694 3f995f07c49d0d55a99d5c54957f7d81           4,627.20       43        3,955.70       671.50
   695 406822777a0b9eb5c50e442dd4cd3ec5           4,596.34       45        3,648.08       948.26
   696 d5ba419e26d246a0719437cf37d9b46d           4,581.51       34        4,061.40       520.11
   697 681fce914360217db47784ae28905a96           4,571.80       23        4,127.33       444.47
   698 271c58a1d139c45eaf3316107c6d3a3b           4,568.71       29        3,897.52       671.19
   699 8ed8ea9a57c862f2c18c2fe41f601d56           4,562.97       19        3,831.90       731.07
   700 f4aba7c0bca51484c30ab7bdc34bcdd1           4,557.50      110        3,009.79     1,547.71
   701 6b333a05bf188ef3e1f1662a86bd9855           4,554.88       12        3,990.91       563.97
   702 e883aa812c37a7413226856f4579fe91           4,554.46       26        4,097.10       457.36
   703 238fac594e170b59c6d228f5a4f4f1d9           4,545.52       29        3,126.00     1,419.52
   704 3361277dc30b7cccdb0c286b24219756           4,540.90       29        3,905.05       635.85
   705 f021c962aaba8ef6eb527a9c2c8394d1           4,533.87        5        4,398.50       135.37
   706 1fdc574883ef3b33ad41562d93f3a74a           4,524.27       18        4,251.00       273.27
   707 4559697a8f7e637227c2eeaed843baff           4,474.27       42        3,696.00       778.27
   708 7f152321c60a266edc53af1925ef96c1           4,471.92       20        3,919.80       552.12
   709 56642bcb79900e777d68e91915cb4267           4,471.79       48        3,657.64       814.15
   710 f00e21b1e91a79653163b7fd8f293ff1           4,471.06       31        3,900.09       570.97
   711 282c7480173bb9c01dd41cc739fec010           4,466.31        5        4,274.20       192.11
   712 02f5837340d7eb4f653d676c7256523a           4,463.88       30        3,883.05       580.83
   713 66dc1b1632bd6a3e508510c5b3492107           4,449.26       37        3,721.39       727.87
   714 14d7985702e72162bbf13b6beb74ab2b           4,441.00       37        3,887.00       554.00
   715 870d0118f7a9d85960f29ad89d5d989a           4,428.03       45        3,157.20     1,270.83
   716 38e679b9e0064cd94c6f035707344dae           4,418.10       28        3,694.51       723.59
   717 6bb0724edf0b62fb91ac404873a97241           4,416.52       17        3,653.00       763.52
   718 1b8356dabde1d35e17cef975c3f82730           4,413.61       56        3,426.39       987.22
   719 070d165398b553f3b4b851c216b8a358           4,396.75       32        3,393.16     1,003.59
   720 3d8fa2f5b647373c8620330c4e077a9f           4,390.55       43        3,571.73       818.82
   721 79ed755314cfe6df0daef2c6cd3022cd           4,366.66       23        3,907.50       459.16
   722 edf96ef93ed595084bbcbd9224bd2894           4,365.78       25        3,757.00       608.78
   723 96804ea39d96eb908e7c3afdb671bb9e           4,365.76       38        3,610.70       755.06
   724 2745f798279e0ed033addcc1474776d7           4,364.99       32        3,668.53       696.46
   725 42fa4ee7240e9b8eb4576358ec142ba7           4,364.47       22        3,845.70       518.77
   726 3c4e0452bff7a2a788179488d3d77032           4,352.52       32        3,746.40       606.12
   727 9b1585752613ec342d03bbab9997ec48           4,349.04        3        4,248.98       100.06
   728 ed4311e67debd72b8610a5347a743087           4,342.81       25        3,636.00       706.81
   729 6481e96574816ead57975da2c0f6d80d           4,340.86       32        3,324.90     1,015.96
   730 8b2492b7ff4468839593fafeed55bad9           4,336.26       29        3,660.08       676.18
   731 276677b5d08786d5dce7c2149dcce48b           4,320.64       33        3,522.00       798.64
   732 4c18691b6037662be2df78a765d98ab5           4,316.51       63        3,195.52     1,120.99
   733 2e13c71026e1a39ba5cc1b86dcb679aa           4,310.21       24        3,793.00       517.21
   734 e8f6dc8e6a1dcde89d20e3995c8d90b3           4,308.02       36        2,256.34     2,051.68
   735 23a0ffca143a15b9b5bbdb7d552f626a           4,304.28       23        3,718.51       585.77
   736 8c3b533c63cca56240f94f1e3a6b18ef           4,301.77        5        3,312.16       989.61
   737 8090490573c6c0aa343a7231ebcb8c86           4,298.03       26        3,871.12       426.91
   738 a44fb5a447105f8469bdf16bf9159f25           4,292.71       19        3,706.10       586.61
   739 c731d18cea9bf687ffee82a241c25b11           4,272.65       24        3,662.00       610.65
   740 df560393f3a51e74553ab94004ba5c87           4,267.33       28        3,661.18       606.15
   741 a0415d9b25ede3c4b1e477e9916ffc03           4,247.98       10        4,044.10       203.88
   742 9646c3513289980f17226a2fc4720dbd           4,247.32       71        3,039.30     1,208.02
   743 5f5b43b2bffa8656e4bc6efeb13cc649           4,232.65       27        3,677.20       555.45
   744 2d2c62bef4c8ba0dd74e0e228e808539           4,230.48       16        3,749.00       481.48
   745 994f04b3718c2bab35c2adfa8afecd2a           4,221.21       49        3,445.70       775.51
   746 e7d5b006eb624f13074497221eb37807           4,220.42       28        3,478.93       741.49
   747 f35b3c613c4f7b2275f4185d0a3c59ec           4,214.29        9        4,047.25       167.04
   748 643214e62b870443ccbe55ab29a4dccf           4,199.78       66        3,270.13       929.65
   749 2a167ca73899c85001a837d8fb4962f6           4,197.62        2        4,097.00       100.62
   750 08cdbae123ff67ca4e36d9d641ce0119           4,195.46        4        3,098.99     1,096.47
   751 bede56095ba33c42038fb85f707b8a42           4,184.77        2        3,973.90       210.87
   752 21e83881401b92b49fb09a16d3852291           4,182.53       14        3,588.05       594.48
   753 5d3bb11474a06bdc23fb9e89f1164ee0           4,178.82       31        3,654.60       524.22
   754 3bdff180c7e1f6551a643b99c265a120           4,161.86       59        3,114.90     1,046.96
   755 71039d19d4303bf9054d69e9a9236699           4,158.65       35        3,537.20       621.45
   756 e70053bf73d1b5863932e53a9fa47496           4,158.58        7        4,025.00       133.58
   757 38874e327ce94d11390b96eb42d61928           4,158.43        6        3,779.94       378.49
   758 2d50d6282f8aa2257819a77bfaa0efe0           4,151.52       44        3,353.48       798.04
   759 33ac3e28642ab8bda860a2f693000e78           4,151.12       34        3,661.03       490.09
   760 594f9aaa48e5bf431f011ddc5669b0d5           4,136.41       37        3,248.80       887.61
   761 5d9dc90a686a8fddacffab6bab5653a3           4,131.27       12        3,761.94       369.33
   762 d57e18d5f73c7ccb7f7339b61166898d           4,111.19       61        3,187.70       923.49
   763 c0563dd588b775f2e37747ef6ad6c92c           4,094.68       28        3,697.20       397.48
   764 77e4abfd739aed9c46480f90f81c0eb4           4,092.21       18        3,736.99       355.22
   765 1838dd9b8977065acf51d95e0053ea7a           4,075.88       64        2,820.30     1,255.58
   766 b1fecf4da1fa2689bccffa0121953643           4,066.72       19        3,669.64       397.08
   767 6b90f847357d8981edd79a1eb1bf0acb           4,059.73       45        3,322.08       737.65
   768 cfd7ddab722b902f7ac5b5f3ba6d723d           4,058.11       12        3,385.03       673.08
   769 f0837c8d71434931d9e38e7b79234797           4,049.36       22        3,446.90       602.46
   770 a2b5b6105ea5942300631d2e76f4ffe0           4,009.34       16        3,286.69       722.65
   771 3c010235b7345c92f125d14ee232a76b           4,005.32       15        3,578.00       427.32
   772 7f2617c58d5d06806987308b45654351           3,983.27       22        3,656.80       326.47
   773 dd533b429f380718b70ad9922c294bae           3,970.98       41        2,819.77     1,151.21
   774 4da0e408c99d2fdc2126dc9fce518060           3,964.73       44        3,026.00       938.73
   775 b1ac6ea7895bc3dd6f0f6f4abbdd2821           3,964.33       40        3,139.00       825.33
   776 432c37c9dfba871172ec162e20118b8c           3,938.54       46        2,968.87       969.67
   777 eb4df17aed01d918c65f0f8d650900c0           3,925.46       11        3,739.87       185.59
   778 f7ccf836d21b2fb1de37564105216cc1           3,910.44       70        2,787.40     1,123.04
   779 f4db9b37944bcb8873e6b456ee190bbf           3,909.94       21        3,409.78       500.16
   780 a17f621c590ea0fab3d5d883e1630ec6           3,901.54       65        2,778.58     1,122.96
   781 ec80e49e69745ab6c14f984bf2149423           3,897.31       12        3,709.00       188.31
   782 c9aafcd0621b2207c10e32c649cada4d           3,885.90       44        2,997.25       888.65
   783 1d0997ff06b524ce9289ffd75114ecd3           3,873.57        3        3,747.00       126.57
   784 0c7533c71df861ec58ad7ff999ed0e8d           3,863.51       61        2,989.30       874.21
   785 960945e1a9535cbc0cd6ddd35fbe7ae8           3,861.53       28        3,381.73       479.80
   786 8ff38bc3969e67c36c48343a07090f66           3,859.56        2        3,472.00       387.56
   787 aae3bfea055532c57fb453ed3ec80b30           3,857.17       48        3,057.92       799.25
   788 3364a91ec4d56c98e44174de954b94f6           3,853.85        6        3,579.94       273.91
   789 3b872fd4747f01cc56206f2934198618           3,843.11       25        2,726.74     1,116.37
   790 4677a5437afda5fa7140b927b07be1cc           3,835.70       11        3,415.70       420.00
   791 e48b04bf1aa1ef711caebeb7aede6180           3,832.73       25        3,187.10       645.63
   792 218f991754f360af9c2daa5e0b8e990c           3,819.54       14        3,554.32       265.22
   793 f326006815956455b2859abd58fe7e39           3,813.18        9        3,147.16       666.02
   794 5f1dc28029d2c244352a68107ec2b542           3,803.46       62        2,807.30       996.16
   795 c8b3445d737de6befde0c88ede534a5e           3,800.79       30        3,149.04       651.75
   796 244c2f1bff6afe1f2eaf9bfe9b2aed38           3,794.87       23        2,580.00     1,214.87
   797 977f9f63dd360c2a32ece2f93ad6d306           3,793.85       24        2,858.87       934.98
   798 a938325a4b357fd23a6a4d5bb126408e           3,791.81       24        3,231.00       560.81
   799 f2336e113377dd21c744d9c4fc8293a9           3,762.08        4        3,563.00       199.08
   800 54c04bdb5ec46762f8f08c7e8f86ed4a           3,757.78       18        3,281.66       476.12
   801 5bc24d989e71e93c33e50a7782431b0e           3,736.53       17        3,148.00       588.53
   802 cb3dd9ce66268c7a3ca7241ac70ab58c           3,725.71       50        2,879.76       845.95
   803 52562a9f449c3dc3d53f5f5b9ed74903           3,710.64       14        3,266.60       444.04
   804 bce6a5ecf98e99fd2a8868b15c51f04b           3,706.50       14        3,464.90       241.60
   805 430315b7bb4b6e4b3c978f9dfa9b0558           3,704.63       20        3,118.40       586.23
   806 cce6ab8d1682639fe45ab70234f1665f           3,690.14       63        2,522.70     1,167.44
   807 cb5df0dcb9e280b1780e9d589889f2c7           3,689.21       16        2,934.72       754.49
   808 ed46f1eb4a638113deb2a1137b5f22e9           3,686.68        4        3,470.00       216.68
   809 5c6d4016c2a288f074fa0848a2b653d2           3,673.17       32        3,159.00       514.17
   810 0ebd97a106433a45a4aebe57c1799778           3,661.68       31        3,046.80       614.88
   811 a6fe7de3d16f6149ffe280349a8535a0           3,647.42       51        2,904.80       742.62
   812 e89c4adbe7b1d0819dbb636e16461cf1           3,636.15       24        3,181.30       454.85
   813 318f287a62ab7ac10b703ac37435a231           3,634.60       52        2,517.48     1,117.12
   814 2a1348e9addc1af5aaa619b1a3679d6b           3,631.40       52        2,843.00       788.40
   815 b8555308bfdb4ca1ed54325a58da9a97           3,630.03       26        3,047.20       582.83
   816 c64a2aec32cc408a8a4c6d7c46017f91           3,628.17        9        3,221.50       406.67
   817 6750d71153f00fc58829af2a8ef1bcf1           3,626.50        6        3,514.00       112.50
   818 d93919c944be9cff128f6c9cb899eacb           3,624.01       33        2,666.70       957.31
   819 244b04680fdbded0acf5aebd9c92b44a           3,616.51        3        3,477.70       138.81
   820 c394e193cda3b4225ff2094d32184849           3,611.44        3        3,419.88       191.56
   821 afa6714acee029b2dfdf357e5579cc03           3,603.58       16        3,220.76       382.82
   822 585175ec331ea177fa47199e39a6170a           3,602.47        1        3,549.00        53.47
   823 ae7ab174effdead6c241e547e4ca13f0           3,574.06        6        2,778.60       795.46
   824 974cf2cb8f4b7add98709c30df02fe10           3,559.68       33        2,982.67       577.01
   825 20d83f3ef0e6925fd74bfd59170babf7           3,557.21       40        2,903.60       653.61
   826 d17f467e4bf608a510c20d82f4ba3b6b           3,556.55       12        3,021.66       534.89
   827 5b51032eddd242adc84c38acab88f23d           3,548.95       12        3,280.00       268.95
   828 aeb36d67f1414f234d42a29e27cf1f17           3,548.10        4        3,263.80       284.30
   829 f593898ec748b7a8cb81fc04edafd98a           3,541.12       20        2,813.04       728.08
   830 8d79c8a04e42d722a75097ce5cbcf2ef           3,535.16       27        2,777.72       757.44
